payment_id,policy_id,payment_date,amount_paid,payment_method,status
PAY01169,POL0178,2021-11-22,187.69,Bank Transfer,On-time
PAY01170,POL0178,2021-12-22,187.69,Bank Transfer,On-time
PAY01171,POL0178,2022-01-24,187.69,Direct Debit,On-time
PAY01172,POL0178,2022-02-22,187.69,Bank Transfer,On-time
PAY01173,POL0178,2022-05-02,187.69,Direct Debit,Late
PAY01174,POL0178,2022-05-21,187.69,Bank Transfer,On-time
PAY01175,POL0178,2022-09-18,187.69,Bank Transfer,On-time
PAY01176,POL0179,2021-03-12,119.94,Bank Transfer,On-time
PAY01177,POL0179,2021-04-11,119.94,Direct Debit,On-time
PAY01178,POL0179,2021-06-28,119.94,Bank Transfer,Late
PAY01179,POL0179,2021-07-12,119.94,Bank Transfer,On-time
PAY01180,POL0179,2021-08-09,119.94,Bank Transfer,On-time
PAY01181,POL0179,2021-11-07,119.94,Bank Transfer,On-time
PAY01182,POL0180,2021-04-07,108.94,Direct Debit,On-time
PAY01183,POL0180,2021-06-06,108.94,iDEAL,On-time
PAY01184,POL0180,2021-07-07,108.94,Direct Debit,On-time
PAY01185,POL0180,2021-08-07,108.94,Bank Transfer,On-time
PAY01186,POL0180,2021-09-07,108.94,Bank Transfer,On-time
PAY01187,POL0180,2021-10-07,108.94,Bank Transfer,On-time
PAY01188,POL0180,2021-11-06,108.94,Direct Debit,On-time
PAY01189,POL0180,2021-12-04,108.94,Direct Debit,On-time
PAY01190,POL0180,2022-02-03,108.94,iDEAL,On-time
PAY01191,POL0181,2021-12-21,0.0,iDEAL,Missed
PAY01192,POL0181,2022-02-22,175.83,iDEAL,On-time
PAY01193,POL0181,2022-03-23,175.83,Bank Transfer,On-time
PAY01194,POL0181,2022-04-23,175.83,Direct Debit,On-time
PAY01195,POL0181,2022-06-20,175.83,Direct Debit,On-time
PAY01196,POL0181,2022-07-21,175.83,Direct Debit,On-time
PAY01197,POL0181,2022-08-20,175.83,Direct Debit,On-time
PAY01198,POL0181,2022-09-27,175.83,Bank Transfer,Late
PAY01199,POL0182,2022-09-20,180.07,Bank Transfer,On-time
PAY01200,POL0182,2023-04-17,180.07,iDEAL,On-time
PAY01201,POL0182,2023-08-27,180.07,iDEAL,Late
PAY01202,POL0183,2022-12-05,93.92,iDEAL,On-time
PAY01203,POL0183,2023-02-04,93.92,Direct Debit,On-time
PAY01204,POL0183,2023-04-05,93.92,Bank Transfer,On-time
PAY01205,POL0183,2023-05-04,93.92,Direct Debit,On-time
PAY01206,POL0183,2023-07-01,93.92,iDEAL,On-time
PAY01207,POL0183,2023-10-30,93.92,Direct Debit,On-time
PAY01208,POL0183,2023-12-01,93.92,Direct Debit,On-time
PAY01209,POL0184,2022-06-12,247.43,Bank Transfer,On-time
PAY01210,POL0184,2022-08-11,247.43,Bank Transfer,On-time
PAY01211,POL0184,2022-09-10,247.43,iDEAL,On-time
PAY01212,POL0184,2022-12-12,247.43,iDEAL,On-time
PAY01213,POL0184,2023-03-12,247.43,Bank Transfer,On-time
PAY01214,POL0184,2023-04-08,247.43,Direct Debit,On-time
PAY01215,POL0185,2021-10-10,0.0,Bank Transfer,Missed
PAY01216,POL0185,2021-12-09,111.56,Direct Debit,On-time
PAY01217,POL0185,2022-01-09,111.56,iDEAL,On-time
PAY01218,POL0185,2022-02-07,111.56,Direct Debit,On-time
PAY01219,POL0186,2024-01-03,198.48,Bank Transfer,On-time
PAY01220,POL0186,2024-02-03,198.48,Bank Transfer,On-time
PAY01221,POL0186,2024-03-03,198.48,Bank Transfer,On-time
PAY01222,POL0186,2024-04-03,198.48,Direct Debit,On-time
PAY01223,POL0186,2024-06-01,198.48,iDEAL,On-time
PAY01224,POL0187,2021-07-10,150.85,Direct Debit,On-time
PAY01225,POL0187,2021-08-28,150.85,Direct Debit,Late
PAY01226,POL0187,2021-10-09,150.85,Direct Debit,On-time
PAY01227,POL0187,2021-11-05,150.85,iDEAL,On-time
PAY01228,POL0187,2022-04-04,0.0,iDEAL,Missed
PAY01229,POL0188,2021-12-10,168.57,iDEAL,On-time
PAY01230,POL0188,2022-03-12,168.57,Bank Transfer,On-time
PAY01231,POL0188,2022-05-09,0.0,Direct Debit,Missed
PAY01232,POL0188,2022-06-10,168.57,Bank Transfer,On-time
PAY01233,POL0188,2022-07-09,168.57,Bank Transfer,On-time
PAY01234,POL0188,2022-08-10,168.57,Direct Debit,On-time
PAY01235,POL0189,2024-01-04,182.96,Direct Debit,On-time
PAY01236,POL0189,2024-02-02,182.96,Direct Debit,On-time
PAY01237,POL0189,2024-04-03,182.96,iDEAL,On-time
PAY01238,POL0189,2024-05-30,182.96,Bank Transfer,On-time
PAY01239,POL0189,2024-07-01,182.96,iDEAL,On-time
PAY01240,POL0189,2024-08-31,182.96,iDEAL,On-time
PAY01241,POL0189,2024-11-27,182.96,Bank Transfer,On-time
PAY01242,POL0190,2022-09-01,98.06,Bank Transfer,On-time
PAY01243,POL0190,2023-07-28,0.0,Direct Debit,Missed
PAY01244,POL0191,2024-02-08,139.48,Direct Debit,On-time
PAY01245,POL0191,2024-04-09,139.48,Direct Debit,On-time
PAY01246,POL0191,2024-05-06,139.48,iDEAL,On-time
PAY01247,POL0191,2024-07-06,139.48,iDEAL,On-time
PAY01248,POL0191,2024-08-05,139.48,iDEAL,On-time
PAY01249,POL0191,2024-09-04,139.48,Bank Transfer,On-time
PAY01250,POL0191,2024-10-05,139.48,Direct Debit,On-time
PAY01251,POL0191,2024-12-05,139.48,iDEAL,On-time
PAY01252,POL0192,2022-05-31,148.07,iDEAL,On-time
PAY01253,POL0192,2022-08-01,148.07,iDEAL,On-time
PAY01254,POL0192,2022-08-30,148.07,Bank Transfer,On-time
PAY01255,POL0192,2022-09-29,148.07,Direct Debit,On-time
PAY01256,POL0192,2022-10-31,148.07,iDEAL,On-time
PAY01257,POL0193,2021-09-15,193.73,Bank Transfer,On-time
PAY01258,POL0193,2021-10-17,193.73,iDEAL,On-time
PAY01259,POL0193,2022-03-13,0.0,Direct Debit,Missed
PAY01260,POL0193,2022-05-07,193.73,Direct Debit,Late
PAY01261,POL0193,2022-06-14,193.73,Direct Debit,On-time
PAY01262,POL0193,2022-07-11,193.73,Direct Debit,On-time
PAY01263,POL0194,2021-07-29,189.54,Bank Transfer,On-time
PAY01264,POL0194,2021-10-19,189.54,Bank Transfer,Late
PAY01265,POL0194,2021-12-27,189.54,Bank Transfer,On-time
PAY01266,POL0194,2022-02-24,189.54,Bank Transfer,On-time
PAY01267,POL0194,2022-03-25,189.54,Bank Transfer,On-time
PAY01268,POL0194,2022-05-08,189.54,iDEAL,Late
PAY01269,POL0194,2022-05-25,189.54,Bank Transfer,On-time
PAY01270,POL0194,2022-06-24,189.54,Direct Debit,On-time
PAY01271,POL0194,2022-07-24,189.54,Bank Transfer,On-time
PAY01272,POL0195,2021-10-24,228.6,iDEAL,On-time
PAY01273,POL0195,2022-01-22,228.6,iDEAL,On-time
PAY01274,POL0195,2022-04-23,228.6,Direct Debit,On-time
PAY01275,POL0195,2022-05-22,228.6,Direct Debit,On-time
PAY01276,POL0196,2023-10-23,73.75,Bank Transfer,On-time
PAY01277,POL0196,2023-11-20,73.75,iDEAL,On-time
PAY01278,POL0196,2024-01-31,73.75,iDEAL,Late
PAY01279,POL0196,2024-04-17,73.75,iDEAL,On-time
PAY01280,POL0196,2024-05-19,73.75,Bank Transfer,On-time
PAY01281,POL0197,2022-11-06,88.15,iDEAL,On-time
PAY01282,POL0197,2022-12-07,88.15,Direct Debit,On-time
PAY01283,POL0197,2023-01-05,88.15,iDEAL,On-time
PAY01284,POL0197,2023-02-05,88.15,iDEAL,On-time
PAY01285,POL0197,2023-03-08,88.15,iDEAL,On-time
PAY01286,POL0197,2023-05-06,88.15,Bank Transfer,On-time
PAY01287,POL0197,2023-06-04,88.15,Bank Transfer,On-time
PAY01288,POL0197,2023-07-06,88.15,Direct Debit,On-time
PAY01289,POL0197,2023-10-04,88.15,Direct Debit,On-time
PAY01290,POL0198,2023-05-04,111.09,Direct Debit,On-time
PAY01291,POL0198,2023-06-04,111.09,Direct Debit,On-time
PAY01292,POL0198,2023-07-05,111.09,Bank Transfer,On-time
PAY01293,POL0198,2023-08-05,111.09,Bank Transfer,On-time
PAY01294,POL0198,2023-11-01,111.09,iDEAL,On-time
PAY01295,POL0198,2024-02-01,111.09,iDEAL,On-time
PAY01296,POL0199,2023-04-03,169.56,Direct Debit,On-time
PAY01297,POL0199,2023-05-03,169.56,Direct Debit,On-time
PAY01298,POL0199,2023-07-02,169.56,Bank Transfer,On-time
PAY01299,POL0199,2023-09-28,169.56,iDEAL,On-time
PAY01300,POL0199,2023-11-21,169.56,Direct Debit,Late
PAY01301,POL0199,2023-11-27,169.56,iDEAL,On-time
PAY01302,POL0200,2021-09-29,89.97,Bank Transfer,On-time
PAY01303,POL0200,2022-05-28,89.97,Direct Debit,On-time
PAY01304,POL0200,2022-07-27,89.97,Direct Debit,On-time
PAY01305,POL0201,2024-05-10,167.84,Direct Debit,On-time
PAY01306,POL0201,2024-06-09,167.84,Bank Transfer,On-time
PAY01307,POL0201,2024-07-09,167.84,Bank Transfer,On-time
PAY01308,POL0201,2024-08-09,167.84,iDEAL,On-time
PAY01309,POL0201,2024-10-10,167.84,iDEAL,On-time
PAY01310,POL0201,2024-12-06,167.84,iDEAL,On-time
PAY01311,POL0201,2025-01-05,0.0,iDEAL,Missed
PAY01312,POL0201,2025-02-07,167.84,Direct Debit,On-time
PAY01313,POL0201,2025-03-09,167.84,Direct Debit,On-time
PAY01314,POL0202,2024-06-09,57.2,Direct Debit,On-time
PAY01315,POL0202,2024-08-08,57.2,Bank Transfer,On-time
PAY01316,POL0202,2024-11-04,57.2,iDEAL,On-time
PAY01317,POL0202,2024-12-05,57.2,Bank Transfer,On-time
PAY01318,POL0202,2025-02-03,57.2,iDEAL,On-time
PAY01319,POL0202,2025-03-04,57.2,iDEAL,On-time
PAY01320,POL0203,2023-11-28,141.13,Bank Transfer,On-time
PAY01321,POL0203,2024-02-27,141.13,Bank Transfer,On-time
PAY01322,POL0203,2024-05-24,0.0,Direct Debit,Missed
PAY01323,POL0203,2024-09-09,141.13,iDEAL,Late
PAY01324,POL0203,2024-09-23,141.13,Direct Debit,On-time
PAY01325,POL0204,2021-01-26,219.48,Bank Transfer,On-time
PAY01326,POL0204,2021-03-28,219.48,iDEAL,On-time
PAY01327,POL0204,2021-07-25,219.48,Bank Transfer,On-time
PAY01328,POL0204,2021-09-25,219.48,Bank Transfer,On-time
PAY01329,POL0204,2021-12-22,219.48,iDEAL,On-time
PAY01330,POL0204,2022-02-07,219.48,Bank Transfer,Late
PAY01331,POL0205,2023-02-24,115.71,Bank Transfer,On-time
PAY01332,POL0205,2023-03-24,115.71,Bank Transfer,On-time
PAY01333,POL0205,2023-05-24,115.71,Bank Transfer,On-time
PAY01334,POL0205,2023-06-23,115.71,Bank Transfer,On-time
PAY01335,POL0205,2023-08-21,115.71,iDEAL,On-time
PAY01336,POL0205,2023-10-03,115.71,Direct Debit,Late
PAY01337,POL0205,2023-10-20,115.71,iDEAL,On-time
PAY01338,POL0205,2023-11-20,115.71,Direct Debit,On-time
PAY01339,POL0206,2023-09-14,114.39,Direct Debit,On-time
PAY01340,POL0206,2023-11-15,114.39,Bank Transfer,On-time
PAY01341,POL0206,2024-04-12,114.39,iDEAL,On-time
PAY01342,POL0206,2024-05-14,114.39,Bank Transfer,On-time
PAY01343,POL0206,2024-06-12,114.39,Bank Transfer,On-time
PAY01344,POL0206,2024-07-10,0.0,Bank Transfer,Missed
PAY01345,POL0206,2024-09-09,114.39,Direct Debit,On-time
PAY01346,POL0207,2021-03-27,106.68,Bank Transfer,On-time
PAY01347,POL0207,2021-05-24,106.68,iDEAL,On-time
PAY01348,POL0207,2021-06-26,106.68,Direct Debit,On-time
PAY01349,POL0207,2021-07-25,106.68,iDEAL,On-time
PAY01350,POL0207,2021-09-21,106.68,Bank Transfer,On-time
PAY01351,POL0207,2021-10-29,106.68,Bank Transfer,Late
PAY01352,POL0207,2021-12-23,106.68,Bank Transfer,On-time
PAY01353,POL0208,2024-06-02,136.25,Direct Debit,On-time
PAY01354,POL0208,2024-07-02,136.25,Direct Debit,On-time
PAY01355,POL0209,2023-05-26,107.88,iDEAL,Late
PAY01356,POL0209,2023-06-07,107.88,Direct Debit,On-time
PAY01357,POL0209,2023-09-05,107.88,iDEAL,On-time
PAY01358,POL0209,2023-12-04,107.88,Direct Debit,On-time
PAY01359,POL0209,2024-02-02,107.88,Bank Transfer,On-time
PAY01360,POL0209,2024-04-01,107.88,Bank Transfer,On-time
PAY01361,POL0210,2023-11-18,100.18,iDEAL,On-time
PAY01362,POL0210,2023-12-17,100.18,iDEAL,On-time
PAY01363,POL0210,2024-01-19,100.18,iDEAL,On-time
PAY01364,POL0210,2024-02-15,100.18,Bank Transfer,On-time
PAY01365,POL0210,2024-05-17,100.18,Direct Debit,On-time
PAY01366,POL0210,2024-06-17,100.18,Direct Debit,On-time
PAY01367,POL0210,2024-08-13,100.18,iDEAL,On-time
PAY01368,POL0210,2024-09-14,100.18,Bank Transfer,On-time
PAY01369,POL0211,2023-07-07,174.71,iDEAL,On-time
PAY01370,POL0211,2023-08-15,174.71,Bank Transfer,Late
PAY01371,POL0211,2023-09-07,174.71,Bank Transfer,On-time
PAY01372,POL0211,2023-11-06,174.71,Bank Transfer,On-time
PAY01373,POL0211,2024-03-02,174.71,iDEAL,On-time
PAY01374,POL0211,2024-04-02,174.71,iDEAL,On-time
PAY01375,POL0212,2023-11-10,213.65,Direct Debit,On-time
PAY01376,POL0212,2024-01-07,213.65,Bank Transfer,On-time
PAY01377,POL0212,2024-02-06,0.0,Direct Debit,Missed
PAY01378,POL0212,2024-07-29,213.65,Direct Debit,Late
PAY01379,POL0212,2024-08-06,213.65,Direct Debit,On-time
PAY01380,POL0212,2024-10-09,213.65,iDEAL,Late
PAY01381,POL0213,2023-11-20,124.42,iDEAL,On-time
PAY01382,POL0213,2024-01-19,124.42,Direct Debit,On-time
PAY01383,POL0213,2024-04-02,124.42,Direct Debit,Late
PAY01384,POL0213,2024-04-16,124.42,Direct Debit,On-time
PAY01385,POL0213,2024-07-17,124.42,iDEAL,On-time
PAY01386,POL0214,2023-11-15,239.83,Bank Transfer,On-time
PAY01387,POL0214,2024-03-17,239.83,iDEAL,Late
PAY01388,POL0214,2024-04-13,239.83,iDEAL,On-time
PAY01389,POL0215,2024-03-27,0.0,Direct Debit,Missed
PAY01390,POL0215,2024-05-28,180.5,iDEAL,On-time
PAY01391,POL0215,2024-06-26,180.5,Bank Transfer,On-time
PAY01392,POL0215,2024-08-26,180.5,Bank Transfer,On-time
PAY01393,POL0215,2024-09-26,180.5,iDEAL,On-time
PAY01394,POL0215,2024-10-26,180.5,iDEAL,On-time
PAY01395,POL0215,2024-11-25,180.5,Direct Debit,On-time
PAY01396,POL0215,2025-01-24,180.5,Direct Debit,On-time
PAY01397,POL0216,2021-10-18,174.25,Bank Transfer,On-time
PAY01398,POL0216,2021-11-15,174.25,iDEAL,On-time
PAY01399,POL0216,2022-01-13,174.25,Direct Debit,On-time
PAY01400,POL0216,2022-06-06,174.25,Direct Debit,Late
PAY01401,POL0216,2022-08-11,0.0,Direct Debit,Missed
PAY01402,POL0216,2022-09-10,174.25,Direct Debit,On-time
PAY01403,POL0216,2022-10-12,174.25,iDEAL,On-time
PAY01404,POL0217,2022-05-23,133.74,iDEAL,On-time
PAY01405,POL0217,2022-06-19,0.0,Bank Transfer,Missed
PAY01406,POL0217,2022-07-21,133.74,Direct Debit,On-time
PAY01407,POL0218,2022-04-08,61.63,Direct Debit,On-time
PAY01408,POL0218,2022-05-06,61.63,iDEAL,On-time
PAY01409,POL0218,2022-06-05,0.0,Direct Debit,Missed
PAY01410,POL0219,2023-11-09,180.18,Bank Transfer,On-time
PAY01411,POL0219,2024-04-07,180.18,Bank Transfer,On-time
PAY01412,POL0220,2024-01-30,174.05,Direct Debit,Late
PAY01413,POL0220,2024-04-23,174.05,Direct Debit,On-time
PAY01414,POL0220,2024-05-22,174.05,Direct Debit,On-time
PAY01415,POL0220,2024-07-21,174.05,iDEAL,On-time
PAY01416,POL0220,2024-09-19,174.05,Bank Transfer,On-time
PAY01417,POL0220,2024-12-17,174.05,Bank Transfer,On-time
PAY01418,POL0221,2024-04-29,59.1,Bank Transfer,On-time
PAY01419,POL0221,2024-06-01,59.1,Bank Transfer,On-time
PAY01420,POL0221,2024-08-28,59.1,Direct Debit,On-time
PAY01421,POL0221,2024-10-22,59.1,iDEAL,Late
PAY01422,POL0221,2024-12-25,59.1,iDEAL,On-time
PAY01423,POL0221,2025-02-25,59.1,iDEAL,On-time
PAY01424,POL0222,2023-10-31,154.67,Bank Transfer,On-time
PAY01425,POL0222,2024-02-29,154.67,Bank Transfer,On-time
PAY01426,POL0222,2024-04-28,154.67,Bank Transfer,On-time
PAY01427,POL0222,2024-07-26,0.0,Direct Debit,Missed
PAY01428,POL0222,2024-08-26,154.67,iDEAL,On-time
PAY01429,POL0222,2024-09-26,154.67,Direct Debit,On-time
PAY01430,POL0222,2024-10-24,154.67,Bank Transfer,On-time
PAY01431,POL0223,2023-05-25,292.62,iDEAL,On-time
PAY01432,POL0223,2023-07-25,292.62,Direct Debit,On-time
PAY01433,POL0223,2023-09-22,0.0,Bank Transfer,Missed
PAY01434,POL0223,2023-12-23,292.62,Direct Debit,On-time
PAY01435,POL0223,2024-01-22,292.62,Direct Debit,On-time
PAY01436,POL0223,2024-02-20,292.62,Direct Debit,On-time
PAY01437,POL0223,2024-03-22,292.62,iDEAL,On-time
PAY01438,POL0224,2024-05-19,170.0,iDEAL,On-time
PAY01439,POL0224,2024-07-18,170.0,Direct Debit,On-time
PAY01440,POL0224,2024-08-17,170.0,Bank Transfer,On-time
PAY01441,POL0224,2024-10-15,170.0,Direct Debit,On-time
PAY01442,POL0224,2024-11-26,170.0,Bank Transfer,Late
PAY01443,POL0224,2025-01-13,170.0,iDEAL,On-time
PAY01444,POL0225,2024-03-12,208.15,iDEAL,On-time
PAY01445,POL0225,2024-05-11,208.15,iDEAL,On-time
PAY01446,POL0225,2024-08-07,208.15,iDEAL,On-time
PAY01447,POL0225,2024-09-07,208.15,Direct Debit,On-time
PAY01448,POL0225,2024-10-05,208.15,Bank Transfer,On-time
PAY01449,POL0225,2024-11-05,208.15,Bank Transfer,On-time
PAY01450,POL0225,2024-12-12,208.15,iDEAL,Late
PAY01451,POL0225,2025-01-04,208.15,Direct Debit,On-time
PAY01452,POL0225,2025-02-05,208.15,Direct Debit,On-time
PAY01453,POL0226,2022-12-11,83.17,Bank Transfer,On-time
PAY01454,POL0226,2023-01-09,83.17,iDEAL,On-time
PAY01455,POL0226,2023-02-07,83.17,Direct Debit,On-time
PAY01456,POL0226,2023-03-10,83.17,iDEAL,On-time
PAY01457,POL0226,2023-07-08,83.17,Direct Debit,On-time
PAY01458,POL0226,2023-08-06,83.17,Direct Debit,On-time
PAY01459,POL0226,2023-11-04,83.17,iDEAL,On-time
PAY01460,POL0227,2021-08-26,190.57,Direct Debit,On-time
PAY01461,POL0227,2021-10-12,190.57,iDEAL,Late
PAY01462,POL0227,2021-12-24,190.57,Bank Transfer,On-time
PAY01463,POL0227,2022-02-22,190.57,Bank Transfer,On-time
PAY01464,POL0227,2022-03-26,190.57,Bank Transfer,On-time
PAY01465,POL0227,2022-04-23,190.57,Direct Debit,On-time
PAY01466,POL0227,2022-05-22,190.57,iDEAL,On-time
PAY01467,POL0227,2022-07-21,190.57,Direct Debit,On-time
PAY01468,POL0228,2024-01-30,184.73,iDEAL,On-time
PAY01469,POL0228,2024-05-28,184.73,Bank Transfer,On-time
PAY01470,POL0228,2024-06-27,184.73,Bank Transfer,On-time
PAY01471,POL0228,2024-07-28,184.73,iDEAL,On-time
PAY01472,POL0228,2024-09-26,184.73,Direct Debit,On-time
PAY01473,POL0228,2024-10-26,184.73,Direct Debit,On-time
PAY01474,POL0229,2021-11-26,105.66,iDEAL,On-time
PAY01475,POL0229,2021-12-24,105.66,iDEAL,On-time
PAY01476,POL0229,2022-02-24,105.66,iDEAL,On-time
PAY01477,POL0229,2022-03-24,105.66,iDEAL,On-time
PAY01478,POL0229,2022-05-25,105.66,iDEAL,On-time
PAY01479,POL0229,2022-06-22,105.66,Direct Debit,On-time
PAY01480,POL0229,2022-08-21,105.66,Direct Debit,On-time
PAY01481,POL0230,2022-06-01,65.51,Bank Transfer,On-time
PAY01482,POL0230,2022-06-28,65.51,iDEAL,On-time
PAY01483,POL0230,2022-08-27,65.51,Bank Transfer,On-time
PAY01484,POL0230,2022-10-26,65.51,iDEAL,On-time
PAY01485,POL0230,2022-11-25,65.51,Direct Debit,On-time
PAY01486,POL0230,2022-12-26,65.51,Bank Transfer,On-time
PAY01487,POL0230,2023-03-28,65.51,Direct Debit,On-time
PAY01488,POL0231,2023-02-05,97.42,Direct Debit,On-time
PAY01489,POL0231,2023-04-08,97.42,iDEAL,On-time
PAY01490,POL0231,2023-05-06,97.42,Bank Transfer,On-time
PAY01491,POL0231,2023-06-07,97.42,Direct Debit,On-time
PAY01492,POL0231,2023-07-04,97.42,Direct Debit,On-time
PAY01493,POL0231,2023-10-19,97.42,Bank Transfer,Late
PAY01494,POL0231,2024-01-02,97.42,Direct Debit,On-time
PAY01495,POL0232,2022-06-13,179.68,Direct Debit,Late
PAY01496,POL0232,2022-07-02,179.68,Direct Debit,On-time
PAY01497,POL0232,2022-08-30,179.68,iDEAL,On-time
PAY01498,POL0232,2022-10-31,179.68,Bank Transfer,On-time
PAY01499,POL0232,2023-01-30,179.68,iDEAL,On-time
PAY01500,POL0233,2023-08-02,0.0,Direct Debit,Missed
PAY01501,POL0233,2023-10-04,178.81,Bank Transfer,On-time
PAY01502,POL0233,2023-11-30,0.0,Direct Debit,Missed
PAY01503,POL0233,2023-12-30,178.81,iDEAL,On-time
PAY01504,POL0233,2024-01-31,178.81,iDEAL,On-time
PAY01505,POL0234,2022-03-22,245.23,Direct Debit,On-time
PAY01506,POL0234,2022-04-21,245.23,Bank Transfer,On-time
PAY01507,POL0234,2022-07-20,0.0,Bank Transfer,Missed
PAY01508,POL0234,2022-08-21,245.23,Direct Debit,On-time
PAY01509,POL0234,2022-09-18,245.23,Bank Transfer,On-time
PAY01510,POL0234,2022-11-20,245.23,Direct Debit,On-time
PAY01511,POL0234,2022-12-17,245.23,Direct Debit,On-time
PAY01512,POL0234,2023-01-17,245.23,iDEAL,On-time
PAY01513,POL0234,2023-02-16,245.23,Bank Transfer,On-time
PAY01514,POL0235,2024-04-23,186.65,Direct Debit,On-time
PAY01515,POL0235,2024-07-19,186.65,Direct Debit,On-time
PAY01516,POL0235,2024-08-21,186.65,Bank Transfer,On-time
PAY01517,POL0235,2024-12-27,186.65,iDEAL,Late
PAY01518,POL0235,2025-01-15,0.0,iDEAL,Missed
PAY01519,POL0235,2025-03-17,186.65,Direct Debit,On-time
PAY01520,POL0236,2022-08-26,148.18,iDEAL,On-time
PAY01521,POL0236,2022-09-27,148.18,Bank Transfer,On-time
PAY01522,POL0236,2022-10-28,148.18,Bank Transfer,On-time
PAY01523,POL0236,2022-11-24,148.18,Direct Debit,On-time
PAY01524,POL0236,2022-12-29,148.18,Direct Debit,Late
PAY01525,POL0236,2023-02-24,148.18,iDEAL,On-time
PAY01526,POL0236,2023-03-31,148.18,Bank Transfer,Late
PAY01527,POL0236,2023-04-23,148.18,Direct Debit,On-time
PAY01528,POL0236,2023-05-25,148.18,iDEAL,On-time
PAY01529,POL0236,2023-06-23,148.18,iDEAL,On-time
PAY01530,POL0236,2023-07-25,148.18,Bank Transfer,On-time
PAY01531,POL0236,2023-09-13,148.18,iDEAL,Late
PAY01532,POL0237,2023-03-15,127.45,iDEAL,On-time
PAY01533,POL0237,2023-05-15,127.45,Bank Transfer,On-time
PAY01534,POL0237,2023-06-12,127.45,iDEAL,On-time
PAY01535,POL0237,2023-07-12,127.45,Direct Debit,On-time
PAY01536,POL0237,2023-08-13,127.45,iDEAL,On-time
PAY01537,POL0237,2023-09-13,127.45,Direct Debit,On-time
PAY01538,POL0237,2023-11-11,127.45,iDEAL,On-time
PAY01539,POL0237,2023-12-12,127.45,Bank Transfer,On-time
PAY01540,POL0237,2024-01-08,127.45,Direct Debit,On-time
PAY01541,POL0238,2021-03-14,227.42,Bank Transfer,On-time
PAY01542,POL0238,2021-04-12,227.42,iDEAL,On-time
PAY01543,POL0238,2021-05-15,227.42,iDEAL,On-time
PAY01544,POL0238,2021-07-11,0.0,iDEAL,Missed
PAY01545,POL0238,2021-10-12,227.42,Direct Debit,On-time
PAY01546,POL0238,2022-01-09,227.42,Bank Transfer,On-time
PAY01547,POL0239,2024-07-14,223.33,Direct Debit,On-time
PAY01548,POL0239,2024-09-13,223.33,Bank Transfer,On-time
PAY01549,POL0239,2024-11-03,223.33,Direct Debit,Late
PAY01550,POL0239,2024-11-20,223.33,Bank Transfer,Late
PAY01551,POL0239,2024-12-12,223.33,Direct Debit,On-time
PAY01552,POL0239,2025-01-10,223.33,iDEAL,On-time
PAY01553,POL0239,2025-03-11,223.33,Direct Debit,On-time
PAY01554,POL0240,2021-06-20,129.46,Bank Transfer,Late
PAY01555,POL0240,2021-06-29,0.0,Direct Debit,Missed
PAY01556,POL0240,2021-07-31,129.46,Bank Transfer,On-time
PAY01557,POL0240,2021-09-27,0.0,Bank Transfer,Missed
PAY01558,POL0240,2021-11-29,129.46,Direct Debit,On-time
PAY01559,POL0240,2021-12-29,129.46,Direct Debit,On-time
PAY01560,POL0240,2022-05-25,129.46,Bank Transfer,On-time
PAY01561,POL0241,2023-05-04,84.38,Direct Debit,On-time
PAY01562,POL0241,2023-06-02,84.38,iDEAL,On-time
PAY01563,POL0241,2023-07-09,84.38,iDEAL,Late
PAY01564,POL0241,2023-08-12,84.38,Bank Transfer,Late
PAY01565,POL0241,2023-09-29,84.38,Bank Transfer,On-time
PAY01566,POL0241,2023-12-01,84.38,Direct Debit,On-time
PAY01567,POL0241,2023-12-31,84.38,iDEAL,On-time
PAY01568,POL0241,2024-02-27,84.38,Direct Debit,On-time
PAY01569,POL0241,2024-03-29,84.38,Direct Debit,On-time
PAY01570,POL0242,2022-11-11,104.61,Direct Debit,On-time
PAY01571,POL0242,2022-12-15,104.61,Bank Transfer,Late
PAY01572,POL0242,2023-01-25,104.61,Bank Transfer,Late
PAY01573,POL0242,2023-04-02,104.61,Direct Debit,Late
PAY01574,POL0242,2023-04-09,104.61,Direct Debit,On-time
PAY01575,POL0242,2023-05-10,104.61,Bank Transfer,On-time
PAY01576,POL0242,2023-07-11,104.61,Direct Debit,On-time
PAY01577,POL0242,2023-09-09,104.61,Direct Debit,On-time
PAY01578,POL0242,2023-10-07,104.61,iDEAL,On-time
PAY01579,POL0242,2023-11-08,104.61,iDEAL,On-time
PAY01580,POL0243,2021-10-22,155.76,Bank Transfer,On-time
PAY01581,POL0243,2021-12-04,155.76,Bank Transfer,Late
PAY01582,POL0243,2021-12-22,155.76,Direct Debit,On-time
PAY01583,POL0243,2022-03-31,155.76,Bank Transfer,Late
PAY01584,POL0243,2022-04-20,155.76,iDEAL,On-time
PAY01585,POL0243,2022-07-19,0.0,iDEAL,Missed
PAY01586,POL0244,2021-05-22,75.3,Bank Transfer,On-time
PAY01587,POL0244,2021-08-23,75.3,Bank Transfer,On-time
PAY01588,POL0244,2021-09-20,75.3,Direct Debit,On-time
PAY01589,POL0244,2021-10-19,0.0,Direct Debit,Missed
PAY01590,POL0244,2021-12-19,75.3,Direct Debit,On-time
PAY01591,POL0244,2022-01-17,75.3,Bank Transfer,On-time
PAY01592,POL0244,2022-02-18,75.3,Bank Transfer,On-time
